<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
08/12/18;000000;3380.0000000;3495.0000000;3253.6600000;3401.0000000;12799
09/12/18;000000;3401.0000000;3642.5100000;3367.7900000;3531.1800000;11241
10/12/18;000000;3531.1800000;3590.7100000;3354.9700000;3410.1500000;13094
11/12/18;000000;3410.1500000;3424.9200000;3293.4900000;3349.3600000;10723
12/12/18;000000;3350.2700000;3486.1600000;3325.5800000;3430.2400000;10012
13/12/18;000000;3430.2400000;3439.6300000;3227.9600000;3265.0000000;13655
14/12/18;000000;3265.0000000;3294.9000000;3135.0000000;3195.7100000;13735
15/12/18;000000;3195.7100000;3228.6900000;3128.8900000;3183.0000000;8755
16/12/18;000000;3183.0100000;3258.0000000;3181.2400000;3195.0000000;6821
17/12/18;000000;3194.9900000;3585.9500000;3184.2800000;3496.8200000;21146
18/12/18;000000;3497.1000000;3688.0000000;3436.5000000;3667.7700000;15042
19/12/18;000000;3667.7600000;3928.1500000;3637.1700000;3715.2100000;27601
20/12/18;000000;3682.5100000;4175.0000000;3661.5000000;4075.3400000;29786
21/12/18;000000;4075.3300000;4162.2700000;3775.0000000;3839.0600000;22960
22/12/18;000000;3839.2600000;4005.0000000;3790.1600000;3980.4600000;8777
23/12/18;000000;3981.2400000;4050.0000000;3903.6000000;3944.9300000;9727
24/12/18;000000;3944.9200000;4239.3700000;3944.9200000;4034.0000000;19280
25/12/18;000000;4034.0000000;4045.4100000;3675.8600000;3780.0000000;13273
26/12/18;000000;3780.0000000;3849.2000000;3685.0200000;3809.8800000;8826
27/12/18;000000;3809.8800000;3841.2100000;3567.0000000;3589.8900000;12926
28/12/18;000000;3589.8900000;3971.5800000;3576.1200000;3888.0600000;16390
29/12/18;000000;3887.5800000;3944.3300000;3706.0000000;3729.3100000;8151
30/12/18;000000;3729.3100000;3863.0600000;3691.0100000;3829.0000000;8269
31/12/18;000000;3829.0000000;3835.4000000;3625.0000000;3691.8600000;12099
01/01/19;000000;3691.8700000;3841.1700000;3651.0200000;3826.1000000;9606
02/01/19;000000;3826.1000000;3916.5700000;3770.0700000;3890.7900000;9236
03/01/19;000000;3890.8000000;3893.8000000;3758.0700000;3787.5700000;8968
04/01/19;000000;3787.5700000;3849.0000000;3730.0000000;3820.8200000;8913
05/01/19;000000;3820.8200000;3874.1200000;3775.0000000;3798.6200000;5790
06/01/19;000000;3799.9900000;4088.0000000;3756.0100000;4040.9900000;9483
07/01/19;000000;4040.9800000;4070.0000000;3968.7900000;4006.0100000;9548
08/01/19;000000;4005.9700000;4114.8000000;3943.3600000;3993.8600000;13498
09/01/19;000000;3993.8500000;4042.2000000;3962.1200000;4004.1200000;10343
10/01/19;000000;4004.1300000;4035.2100000;3560.0000000;3626.1200000;21330
11/01/19;000000;3626.1200000;3699.9900000;3576.0000000;3635.6900000;13241
12/01/19;000000;3634.7300000;3649.1800000;3557.2900000;3619.4100000;5435
13/01/19;000000;3619.3800000;3641.8600000;3481.5400000;3514.2400000;7749
14/01/19;000000;3514.2400000;3711.1100000;3509.2400000;3664.1900000;10864
15/01/19;000000;3664.1800000;3684.3800000;3538.6300000;3580.7600000;10405
16/01/19;000000;3580.1900000;3666.7300000;3572.5200000;3609.7100000;8468
17/01/19;000000;3609.7100000;3657.0000000;3541.0000000;3640.6500000;8567
18/01/19;000000;3640.6400000;3643.6900000;3580.1600000;3607.8500000;5660
19/01/19;000000;3607.8500000;3765.9000000;3604.9000000;3682.6500000;5777
20/01/19;000000;3683.5000000;3703.3900000;3481.0100000;3536.1900000;7024
21/01/19;000000;3537.5600000;3568.9500000;3487.3700000;3531.7600000;5905
22/01/19;000000;3531.7500000;3611.5000000;3425.0000000;3577.0300000;9327
23/01/19;000000;3577.0400000;3614.4700000;3523.6400000;3553.0100000;7851
24/01/19;000000;3553.0100000;3595.8300000;3530.1000000;3568.9700000;5507
25/01/19;000000;3568.9700000;3578.7900000;3510.0100000;3562.1700000;6596
26/01/19;000000;3562.1700000;3657.7600000;3540.0000000;3556.0700000;5355
27/01/19;000000;3556.0700000;3562.9000000;3470.1400000;3531.0200000;3975
28/01/19;000000;3531.0200000;3535.9200000;3374.0100000;3429.9500000;13405
29/01/19;000000;3429.9500000;3438.4000000;3337.8700000;3397.4200000;8322
30/01/19;000000;3395.7400000;3459.4100000;3372.9700000;3437.5500000;7985
31/01/19;000000;3437.5500000;3473.4000000;3396.7400000;3411.5000000;7037
01/02/19;000000;3411.5000000;3458.2600000;3369.6200000;3437.5000000;8355
02/02/19;000000;3437.5000000;3483.2500000;3414.4900000;3468.4300000;3594
03/02/19;000000;3468.4300000;3471.7600000;3386.4500000;3414.7800000;4160
04/02/19;000000;3415.6900000;3435.0000000;3395.1000000;3409.5700000;5630
05/02/19;000000;3409.5700000;3429.4600000;3400.0000000;3428.4000000;5913
06/02/19;000000;3428.4100000;3441.0000000;3340.8000000;3367.3600000;9292
07/02/19;000000;3366.0000000;3383.1400000;3352.0100000;3359.0000000;8360
08/02/19;000000;3358.9900000;3711.0000000;3344.0000000;3621.9900000;17251
09/02/19;000000;3622.0000000;3644.0800000;3597.0000000;3623.7300000;4899
10/02/19;000000;3623.7300000;3654.2800000;3578.5900000;3648.8400000;4610
11/02/19;000000;3648.8500000;3652.0000000;3579.3800000;3590.3600000;8413
12/02/19;000000;3590.3600000;3618.7700000;3550.0000000;3588.0600000;8047
13/02/19;000000;3588.0600000;3627.9900000;3562.9800000;3576.6800000;6710
14/02/19;000000;3576.6900000;3589.0000000;3535.1000000;3561.5000000;5918
15/02/19;000000;3561.4900000;3620.2200000;3545.8900000;3566.5900000;7187
16/02/19;000000;3566.5900000;3607.3600000;3565.5000000;3582.3700000;4035
17/02/19;000000;3582.3700000;3675.0000000;3557.4300000;3625.0800000;5717
18/02/19;000000;3625.0800000;3917.0000000;3616.1800000;3867.0000000;16512
19/02/19;000000;3867.0000000;3969.5400000;3841.5400000;3888.0100000;14383
20/02/19;000000;3888.3700000;3967.1900000;3867.1300000;3938.9900000;8402
21/02/19;000000;3939.0000000;3988.0000000;3869.4500000;3897.7100000;8521
22/02/19;000000;3897.7100000;3956.4300000;3886.1500000;3942.0200000;7357
23/02/19;000000;3942.0200000;4156.1000000;3911.3000000;4110.0000000;10371
24/02/19;000000;4110.0000000;4188.7900000;3712.8400000;3734.2200000;15914
25/02/19;000000;3734.2300000;3860.0000000;3731.0900000;3818.7900000;10807
26/02/19;000000;3818.7800000;3826.3700000;3763.7100000;3799.4800000;6216
27/02/19;000000;3799.4900000;3823.1300000;3655.0000000;3799.9100000;7774
28/02/19;000000;3800.3500000;3910.0000000;3754.3700000;3792.1400000;9386
01/03/19;000000;3792.1400000;3843.0000000;3791.3100000;3806.1700000;6023
02/03/19;000000;3806.1700000;3818.0800000;3763.0000000;3809.7000000;3521
03/03/19;000000;3809.7000000;3815.4800000;3763.6200000;3786.9300000;3725
04/03/19;000000;3786.9300000;3804.9900000;3672.3900000;3700.7200000;8010
05/03/19;000000;3700.0200000;3876.6500000;3692.3600000;3844.5900000;9144
06/03/19;000000;3844.5900000;3894.7000000;3812.0000000;3851.8900000;6604
07/03/19;000000;3851.8900000;3891.0000000;3830.7900000;3857.0500000;6972
08/03/19;000000;3857.0400000;3910.8800000;3771.0000000;3843.1200000;7695
09/03/19;000000;3842.6200000;3947.3300000;3834.5900000;3917.0000000;5536
10/03/19;000000;3917.0000000;3917.0000000;3867.8400000;3900.9200000;3342
11/03/19;000000;3900.9300000;3911.8300000;3817.0100000;3849.6800000;5875
12/03/19;000000;3849.6700000;3875.3300000;3796.7100000;3860.0000000;6609
13/03/19;000000;3860.0000000;3871.0200000;3827.5000000;3851.0200000;5464
14/03/19;000000;3851.0200000;3900.0000000;3779.2800000;3853.9500000;7614
15/03/19;000000;3853.9500000;3910.0000000;3846.7900000;3902.8000000;6447
16/03/19;000000;3902.8000000;4037.4700000;3900.8900000;3990.0000000;6576
17/03/19;000000;3990.0000000;3991.0000000;3936.3000000;3967.0100000;3222
18/03/19;000000;3967.0100000;4015.7000000;3937.6900000;3970.5000000;5298
19/03/19;000000;3969.6800000;4009.6100000;3952.0800000;4000.8500000;5551
20/03/19;000000;4000.8500000;4044.8200000;3965.4300000;4031.8500000;6610
21/03/19;000000;4032.6800000;4056.3300000;3915.1400000;3972.7600000;9044
22/03/19;000000;3972.7600000;3998.0100000;3961.7000000;3983.7800000;4899
23/03/19;000000;3983.7700000;3997.0100000;3960.2500000;3983.4300000;3907
24/03/19;000000;3982.4500000;3982.4500000;3946.0000000;3969.5200000;2483
25/03/19;000000;3969.5200000;3976.4700000;3858.0000000;3907.5300000;5996
26/03/19;000000;3907.5400000;3923.9000000;3880.6400000;3921.4500000;4003
27/03/19;000000;3922.4100000;4035.8000000;3914.9000000;4026.5300000;6498
28/03/19;000000;4026.5400000;4026.5400000;3994.0000000;4011.1700000;4607
29/03/19;000000;4011.9800000;4101.5000000;4007.7800000;4091.0100000;9699
30/03/19;000000;4091.0100000;4131.8700000;4042.5100000;4094.1400000;5081
31/03/19;000000;4094.1400000;4103.0000000;4077.0100000;4094.9900000;2825
01/04/19;000000;4095.0000000;4149.5000000;4051.5300000;4137.0000000;7553
02/04/19;000000;4137.0100000;5121.0000000;4132.0200000;4901.9300000;36541
03/04/19;000000;4901.9200000;5345.0000000;4787.1100000;4975.9700000;33136
04/04/19;000000;4975.1300000;5071.3400000;4778.0000000;4906.4900000;15899
05/04/19;000000;4907.9200000;5066.5900000;4887.3400000;5040.6600000;11433
06/04/19;000000;5040.9500000;5244.0400000;4925.0000000;5049.2200000;11683
07/04/19;000000;5049.1800000;5270.3300000;5029.7000000;5194.7900000;7899
08/04/19;000000;5194.7600000;5352.5000000;5132.2800000;5285.5400000;14777
09/04/19;000000;5286.8200000;5287.0000000;5145.0000000;5187.2100000;8831
10/04/19;000000;5187.2100000;5488.0000000;5164.4900000;5318.5800000;16303
11/04/19;000000;5322.0200000;5342.7400000;4967.2400000;5041.3000000;16057
12/04/19;000000;5040.1100000;5118.5600000;4901.9900000;5078.1900000;9709
13/04/19;000000;5078.1900000;5123.2800000;5036.7400000;5066.2200000;4111
14/04/19;000000;5065.0200000;5191.1900000;5013.8100000;5164.2700000;3425
15/04/19;000000;5163.8100000;5193.0100000;4945.5400000;5029.9900000;9679
16/04/19;000000;5029.9900000;5229.9700000;5016.4500000;5202.9000000;8338
17/04/19;000000;5201.2100000;5272.3200000;5173.1100000;5227.0000000;7087
18/04/19;000000;5227.0000000;5318.1800000;5222.2600000;5281.8100000;7895
19/04/19;000000;5280.5000000;5359.4700000;5196.7000000;5290.3600000;6108
20/04/19;000000;5290.3700000;5359.9800000;5260.2400000;5319.8900000;4594
21/04/19;000000;5319.9000000;5349.1600000;5213.3400000;5297.6400000;5539
22/04/19;000000;5297.6400000;5440.8400000;5250.4500000;5387.6000000;11783
23/04/19;000000;5387.6000000;5650.0100000;5361.0100000;5532.7500000;17630
24/04/19;000000;5532.7500000;5624.4700000;5374.0000000;5441.9000000;14881
25/04/19;000000;5440.5900000;5512.1200000;4967.0000000;5134.8100000;12037
26/04/19;000000;5134.8200000;5295.0300000;5041.1400000;5159.5100000;14029
27/04/19;000000;5159.5000000;5221.2400000;5117.4600000;5170.6000000;4037
28/04/19;000000;5171.9000000;5214.5000000;5101.0000000;5155.0000000;4686
29/04/19;000000;5155.0000000;5189.5400000;5072.0100000;5148.2500000;6984
30/04/19;000000;5148.2500000;5285.0000000;5126.2500000;5270.6900000;6899
01/05/19;000000;5270.6800000;5358.3900000;5265.6100000;5321.1500000;3649
02/05/19;000000;5321.1500000;5422.9900000;5306.0900000;5390.0100000;3979
03/05/19;000000;5390.0000000;5796.9300000;5363.0000000;5657.4000000;11171
04/05/19;000000;5657.4100000;5846.8800000;5512.0000000;5770.0100000;5318
05/05/19;000000;5770.0100000;5782.2200000;5627.3500000;5715.8600000;2881
06/05/19;000000;5715.8600000;5753.6600000;5564.9300000;5687.9000000;4648
07/05/19;000000;5687.9000000;5974.5100000;5687.9000000;5748.4500000;7825
08/05/19;000000;5748.4700000;5990.0000000;5656.2600000;5948.4100000;7507
09/05/19;000000;5947.0000000;6171.1000000;5934.4900000;6153.0900000;8761
10/05/19;000000;6153.0900000;6430.0000000;6108.8100000;6343.1400000;9596
11/05/19;000000;6342.9900000;7464.1300000;6342.9800000;7219.9500000;19977
12/05/19;000000;7215.0100000;7581.8200000;6755.0000000;6979.7600000;20788
13/05/19;000000;6979.2400000;8195.0000000;6864.9300000;7824.9300000;22056
14/05/19;000000;7822.8800000;8350.0000000;7621.2700000;7990.9200000;20762
15/05/19;000000;7990.9200000;8308.1600000;7835.0600000;8203.3200000;12203
16/05/19;000000;8203.3300000;8388.0000000;7660.7400000;7878.9600000;14304
17/05/19;000000;7878.9500000;7940.7500000;6600.0000000;7363.6900000;19727
18/05/19;000000;7363.8500000;7491.2200000;7204.4200000;7262.4000000;5172
19/05/19;000000;7262.3900000;8315.0000000;7252.5800000;8200.0000000;11233
20/05/19;000000;8194.3400000;8199.5300000;7573.1200000;7999.5400000;11900
21/05/19;000000;7998.9400000;8112.9900000;7805.3400000;7951.7000000;7001
22/05/19;000000;7951.6900000;8044.0000000;7506.1200000;7626.4800000;7615
23/05/19;000000;7622.2500000;7984.9000000;7467.1000000;7881.9800000;7641
24/05/19;000000;7878.1600000;8175.0000000;7794.7300000;8001.7000000;7508
25/05/19;000000;8001.6900000;8149.0000000;7942.5000000;8063.8100000;2509
26/05/19;000000;8063.6800000;8793.9700000;7881.7000000;8731.7200000;19396
27/05/19;000000;8732.3400000;8947.8800000;8611.4400000;8772.2900000;14806
28/05/19;000000;8772.2900000;8822.4600000;8545.0000000;8715.3600000;9850
29/05/19;000000;8715.3600000;8760.4300000;8426.0900000;8662.4400000;12054
30/05/19;000000;8662.4400000;9090.0000000;7972.0000000;8279.6900000;30090
31/05/19;000000;8279.6900000;8580.0000000;8110.0000000;8554.0600000;16122
01/06/19;000000;8554.0600000;8618.0000000;8452.2100000;8558.9500000;7129
02/06/19;000000;8558.8000000;8834.0000000;8550.0000000;8736.5500000;5593
03/06/19;000000;8736.5500000;8742.4800000;8030.4600000;8107.9600000;13566
04/06/19;000000;8104.9500000;8104.9500000;7427.0000000;7670.9600000;29292
05/06/19;000000;7671.0700000;7932.8700000;7570.0000000;7789.4800000;12755
06/06/19;000000;7787.3600000;7874.6800000;7450.0000000;7805.0000000;11758
07/06/19;000000;7805.0000000;8134.2900000;7756.7900000;7998.1300000;12148
08/06/19;000000;7998.1300000;8059.9900000;7786.0100000;7930.1400000;4900
09/06/19;000000;7930.1400000;7960.0000000;7508.7700000;7634.5800000;6698
10/06/19;000000;7635.0500000;8097.3500000;7516.9000000;8015.6900000;9477
11/06/19;000000;8015.7000000;8057.1900000;7702.8300000;7918.1700000;7581
12/06/19;000000;7913.6400000;8292.4300000;7817.0000000;8176.0200000;12443
13/06/19;000000;8176.0300000;8329.9900000;8048.7500000;8239.0400000;8029
14/06/19;000000;8239.0400000;8738.9200000;8180.0800000;8697.4600000;11599
15/06/19;000000;8697.4500000;8916.6300000;8588.7000000;8860.2300000;9621
16/06/19;000000;8856.1300000;9388.0000000;8799.7000000;8975.0000000;22010
17/06/19;000000;8975.7800000;9475.0000000;8975.7800000;9333.1400000;18745
18/06/19;000000;9333.0800000;9359.4800000;8919.7200000;9078.4800000;15652
19/06/19;000000;9078.4800000;9319.5000000;9035.7500000;9277.5400000;8196
20/06/19;000000;9277.5500000;9599.0000000;9210.3000000;9531.2100000;11407
21/06/19;000000;9531.2100000;10245.0000000;9531.2100000;10236.2000000;22744
22/06/19;000000;10235.5900000;11215.8900000;10080.0000000;10666.8600000;36952
23/06/19;000000;10666.8700000;11284.4400000;10490.0000000;10833.0200000;16026
24/06/19;000000;10833.0000000;11091.9700000;10550.2100000;11032.3200000;14935
25/06/19;000000;11030.8000000;11788.8800000;10997.0000000;11755.5300000;22239
26/06/19;000000;11754.2500000;13868.4400000;11350.0000000;12927.4400000;78734
27/06/19;000000;12927.4400000;13358.6800000;10300.0000000;11159.2900000;73690
28/06/19;000000;11159.2900000;12444.7700000;10737.8700000;12360.4500000;40961
29/06/19;000000;12360.4200000;12379.9900000;11318.9400000;11865.2900000;28157
30/06/19;000000;11869.8400000;12200.0000000;10650.0600000;10761.2600000;26295
01/07/19;000000;10761.2600000;11210.5200000;9953.0000000;10577.6300000;39018
02/07/19;000000;10578.2300000;10925.0000000;9651.0000000;10829.1800000;43009
03/07/19;000000;10829.1900000;12014.6000000;10829.1900000;11976.4200000;34757
04/07/19;000000;11976.0100000;12064.2600000;11035.0100000;11136.0000000;20335
05/07/19;000000;11137.8700000;11449.5100000;10761.8000000;11004.5100000;20011
06/07/19;000000;10994.9900000;11723.6000000;10980.0900000;11237.7700000;14936
07/07/19;000000;11237.7700000;11620.0000000;11084.3100000;11474.4200000;10825
08/07/19;000000;11474.4400000;12395.0000000;11328.0100000;12293.5300000;19231
09/07/19;000000;12293.3900000;12829.9600000;12105.3200000;12571.1100000;26744
10/07/19;000000;12572.1200000;13202.6300000;11553.2100000;12097.9600000;39590
11/07/19;000000;12097.4800000;12097.9300000;10933.0000000;11349.0000000;36528
12/07/19;000000;11348.5600000;11950.0000000;11079.5900000;11802.0000000;18091
13/07/19;000000;11797.5300000;11845.0000000;10814.4000000;11370.0800000;17052
14/07/19;000000;11370.0600000;11467.2700000;10084.4000000;10185.0300000;23830
15/07/19;000000;10190.9100000;11080.0100000;9857.2700000;10854.4700000;33025
16/07/19;000000;10856.4100000;11040.0000000;9350.0000000;9422.7200000;41705
17/07/19;000000;9429.8000000;9998.0000000;9071.0000000;9696.3100000;34410
18/07/19;000000;9696.3900000;10799.0000000;9291.0000000;10649.0700000;32235
19/07/19;000000;10652.7600000;10777.2100000;10111.0000000;10538.0600000;19123
20/07/19;000000;10536.9200000;11112.3100000;10360.6500000;10761.0300000;16390
21/07/19;000000;10761.0300000;10835.0000000;10320.0000000;10590.7000000;11548
22/07/19;000000;10590.7100000;10688.1400000;10060.0000000;10323.3900000;15378
23/07/19;000000;10324.1300000;10324.2800000;9800.2300000;9840.1200000;16598
24/07/19;000000;9848.9000000;9919.0800000;9507.3800000;9772.6000000;17831
25/07/19;000000;9772.5900000;10184.9900000;9734.5800000;9883.3300000;12980
26/07/19;000000;9880.8600000;9898.0300000;9657.2100000;9843.0000000;10536
27/07/19;000000;9843.0000000;10248.4100000;9292.0000000;9479.9800000;18185
28/07/19;000000;9469.3700000;9669.1100000;9108.8800000;9533.0000000;7638
29/07/19;000000;9533.0000000;9729.8700000;9356.7500000;9495.0100000;10204
30/07/19;000000;9499.2100000;9839.8300000;9371.9600000;9589.0100000;9102
31/07/19;000000;9589.0100000;10135.1200000;9570.0100000;10087.3000000;12090
01/08/19;000000;10089.9700000;10497.0000000;9881.0000000;10405.9400000;13974
02/08/19;000000;10404.4100000;10670.0000000;10321.4200000;10533.0100000;12809
03/08/19;000000;10533.6200000;10922.0800000;10500.0000000;10820.7600000;9721
04/08/19;000000;10822.0900000;11089.7400000;10572.0000000;10977.5100000;10869
05/08/19;000000;10977.9800000;11950.0000000;10977.9800000;11819.4900000;14358
06/08/19;000000;11811.7500000;12320.4000000;11187.0000000;11465.4900000;23545
07/08/19;000000;11465.4900000;12147.0000000;11366.2600000;11975.0300000;20916
08/08/19;000000;11983.4100000;12050.0000000;11451.0000000;11981.0000000;13400
09/08/19;000000;11982.3900000;12040.0000000;11651.8900000;11856.1000000;11398
10/08/19;000000;11860.6200000;11969.9900000;11170.0000000;11280.9500000;13526
11/08/19;000000;11280.9500000;11585.0000000;11088.8800000;11540.7600000;6761
12/08/19;000000;11540.7600000;11555.5500000;11222.4000000;11389.2800000;5840
13/08/19;000000;11389.2500000;11438.3900000;10746.0000000;10854.9200000;12143
14/08/19;000000;10854.9200000;10859.9700000;9890.3000000;10025.8600000;22869
15/08/19;000000;10021.1300000;10445.0000000;9470.0000000;10300.0100000;26701
16/08/19;000000;10300.0100000;10539.9000000;9739.9900000;10352.7800000;18728
17/08/19;000000;10352.7800000;10475.8200000;9978.0000000;10217.7900000;7060
18/08/19;000000;10217.9900000;10513.4500000;10066.6600000;10315.4800000;6094
19/08/19;000000;10315.4800000;10938.7600000;10265.0000000;10920.0000000;11335
20/08/19;000000;10917.9400000;10953.0000000;10555.7000000;10769.0900000;8425
21/08/19;000000;10768.4900000;10800.0000000;9841.5900000;10130.0000000;16960
22/08/19;000000;10133.3400000;10237.5300000;9759.0000000;10107.1500000;10596
23/08/19;000000;10105.6100000;10478.0000000;10035.8400000;10410.8500000;8806
24/08/19;000000;10413.4500000;10429.0000000;9886.2600000;10147.9600000;7586
25/08/19;000000;10148.0000000;10374.8500000;9899.9500000;10138.7200000;6882
26/08/19;000000;10142.0000000;10680.0000000;10140.9000000;10361.6500000;13831
27/08/19;000000;10361.6500000;10379.8700000;10019.5600000;10171.8500000;7293
28/08/19;000000;10171.9500000;10277.0000000;9522.9300000;9714.3100000;17165
29/08/19;000000;9714.0100000;9717.0300000;9321.7300000;9495.0000000;12372
30/08/19;000000;9494.8000000;9699.0000000;9337.9700000;9582.4200000;8394
31/08/19;000000;9582.4200000;9707.4800000;9436.2000000;9600.8600000;3762
01/09/19;000000;9600.8600000;9840.0000000;9539.5800000;9766.5200000;3725
02/09/19;000000;9766.6200000;10486.7700000;9756.5400000;10381.2600000;11224
03/09/19;000000;10381.2600000;10790.0000000;10280.0000000;10628.4800000;14175
04/09/19;000000;10628.4800000;10833.1400000;10380.0000000;10581.8400000;11609
05/09/19;000000;10581.8400000;10666.4300000;10452.1500000;10574.7300000;7170
06/09/19;000000;10574.2800000;10939.3400000;10182.0000000;10308.9200000;15436
07/09/19;000000;10308.9000000;10580.0000000;10304.5200000;10484.3700000;4186
08/09/19;000000;10484.3700000;10595.0000000;10231.1300000;10398.9700000;4708
09/09/19;000000;10401.1300000;10541.7500000;10059.9900000;10310.0000000;9442
10/09/19;000000;10310.0100000;10389.2600000;9916.0000000;10093.0100000;7884
11/09/19;000000;10093.0000000;10297.1200000;9851.9700000;10160.2000000;8175
12/09/19;000000;10158.8100000;10460.0000000;10040.0000000;10423.7200000;7350
13/09/19;000000;10423.8500000;10452.5000000;10157.0000000;10365.9300000;6710
14/09/19;000000;10365.9400000;10439.0000000;10223.3600000;10360.2500000;4294
15/09/19;000000;10360.0100000;10380.0000000;10263.3900000;10304.4600000;2561
16/09/19;000000;10303.6600000;10379.9800000;10068.4200000;10262.5400000;7563
17/09/19;000000;10262.5400000;10276.1800000;10135.4400000;10185.3900000;5481
18/09/19;000000;10185.4200000;10258.0000000;10074.0800000;10155.2600000;5447
19/09/19;000000;10156.2200000;10379.1500000;9585.8600000;10275.0100000;15432
20/09/19;000000;10275.0100000;10309.8400000;10056.3000000;10168.8500000;6015
21/09/19;000000;10168.8500000;10170.1500000;9917.3400000;9973.9900000;4860
22/09/19;000000;9973.9900000;10097.0000000;9848.3700000;10026.8000000;5062
23/09/19;000000;10026.7900000;10051.1500000;9665.3900000;9844.2800000;5640
24/09/19;000000;9693.7400000;9777.1600000;8159.3500000;8530.0100000;38709
25/09/19;000000;8530.0100000;8743.8600000;8222.0100000;8438.3500000;23519
26/09/19;000000;8438.3500000;8464.0800000;7712.4500000;8060.0000000;27656
27/09/19;000000;8060.0000000;8290.0000000;7861.0200000;8193.9900000;15894
28/09/19;000000;8193.9900000;8343.0000000;8015.2500000;8217.4700000;9024
29/09/19;000000;8217.4700000;8246.8700000;7902.9600000;8052.4000000;7114
30/09/19;000000;8054.0900000;8393.2300000;7701.0000000;8304.9600000;15137
01/10/19;000000;8304.9500000;8535.0000000;8200.0000000;8321.5200000;12264
02/10/19;000000;8321.8700000;8391.0000000;8168.8500000;8381.7200000;6748
03/10/19;000000;8381.7200000;8419.9500000;8059.2200000;8240.4100000;7498
04/10/19;000000;8241.2700000;8241.3500000;8002.2100000;8156.6700000;7561
05/10/19;000000;8156.6800000;8200.0000000;8020.2000000;8147.6300000;3657
06/10/19;000000;8147.6300000;8176.1800000;7780.8500000;7859.7900000;8446
07/10/19;000000;7859.7900000;8310.5700000;7762.3500000;8209.0000000;9730
08/10/19;000000;8208.9900000;8342.9700000;8107.2600000;8180.0000000;5667
09/10/19;000000;8180.0000000;8712.4500000;8121.0000000;8590.0000000;14248
10/10/19;000000;8590.0100000;8660.0000000;8452.5000000;8587.5000000;7781
11/10/19;000000;8587.4900000;8826.0000000;8226.0000000;8267.3300000;12266
12/10/19;000000;8263.0200000;8425.0000000;8261.4600000;8309.0300000;2913
13/10/19;000000;8309.0300000;8469.0200000;8146.4700000;8282.9700000;5610
14/10/19;000000;8282.9600000;8409.0000000;8215.6600000;8355.0000000;4290
15/10/19;000000;8355.0000000;8420.0000000;8085.6500000;8162.4400000;8406
16/10/19;000000;8162.4400000;8171.5900000;7908.8600000;7993.5400000;8287
17/10/19;000000;7995.8100000;8124.4200000;7937.0100000;8076.2000000;4753
18/10/19;000000;8076.9400000;8117.7700000;7814.0800000;7954.1600000;6956
19/10/19;000000;7954.1500000;8099.9800000;7873.4600000;7965.2800000;4712
20/10/19;000000;7965.2700000;8309.0000000;7875.0100000;8236.1200000;5983
21/10/19;000000;8235.9400000;8349.8400000;8156.0000000;8209.9200000;5964
22/10/19;000000;8209.9200000;8317.1400000;7998.9000000;8024.7200000;5767
23/10/19;000000;8024.0000000;8049.0000000;7296.4400000;7474.8500000;18866
24/10/19;000000;7475.5400000;7509.9900000;7359.4800000;7430.8700000;7782
25/10/19;000000;7430.8700000;8800.1000000;7389.9100000;8668.0000000;26909
26/10/19;000000;8668.0000000;10540.4900000;8645.0100000;9259.7800000;53163
27/10/19;000000;9259.9800000;9826.7200000;9102.3300000;9548.8400000;19437
28/10/19;000000;9555.8900000;9939.6900000;9180.5900000;9226.5000000;16450
29/10/19;000000;9225.0600000;9575.0000000;9068.1900000;9430.8000000;12501
30/10/19;000000;9431.3600000;9431.3600000;8991.3300000;9164.4400000;9722
31/10/19;000000;9164.4500000;9433.0000000;8950.0000000;9159.4800000;8190
01/11/19;000000;9159.9600000;9299.9900000;9057.2700000;9253.1200000;7635
02/11/19;000000;9253.0900000;9393.0000000;9210.0000000;9308.5200000;4437
03/11/19;000000;9308.5200000;9380.0000000;9068.3000000;9206.5200000;4135
04/11/19;000000;9206.5200000;9600.0000000;9127.0000000;9412.5300000;8134
05/11/19;000000;9412.6300000;9474.8900000;9169.8400000;9322.0900000;7438
06/11/19;000000;9322.0900000;9450.0000000;9253.6600000;9341.2700000;6655
07/11/19;000000;9341.2700000;9375.1600000;9075.0000000;9198.8400000;5780
08/11/19;000000;9198.8500000;9246.0000000;8660.0000000;8763.0100000;12678
09/11/19;000000;8763.0100000;8873.4800000;8712.5200000;8807.8900000;4020
10/11/19;000000;8807.8900000;9150.0000000;8731.4300000;9032.2300000;5773
11/11/19;000000;9032.2300000;9067.3400000;8590.0000000;8721.5400000;6896
12/11/19;000000;8721.5300000;8870.0000000;8556.5600000;8810.0000000;6108
13/11/19;000000;8811.0000000;8838.8000000;8705.0000000;8758.3400000;4309
14/11/19;000000;8758.3400000;8784.6100000;8558.0100000;8630.0000000;5467
15/11/19;000000;8630.0100000;8773.2200000;8361.0000000;8457.4800000;10723
16/11/19;000000;8457.4800000;8531.0300000;8423.0000000;8481.0000000;2581
17/11/19;000000;8481.0000000;8637.0100000;8371.0200000;8500.0100000;3556
18/11/19;000000;8501.0000000;8501.0100000;8015.0000000;8168.8400000;9626
19/11/19;000000;8168.8400000;8197.8200000;7980.0700000;8123.3600000;7171
20/11/19;000000;8123.3600000;8222.4100000;8030.0500000;8082.9600000;5093
