<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
08/02/20;000000;223.2200000;228.4000000;213.2400000;223.3700000;137424
09/02/20;000000;223.3600000;230.9000000;223.1600000;228.8000000;110516
10/02/20;000000;228.8000000;229.6000000;216.3100000;222.8500000;106427
11/02/20;000000;222.8600000;239.9200000;217.8300000;237.9800000;174350
12/02/20;000000;237.9900000;276.1500000;237.9500000;266.4900000;293875
13/02/20;000000;266.6300000;278.0100000;253.7500000;268.4200000;264115
14/02/20;000000;268.3700000;287.9800000;260.1300000;286.2700000;191424
15/02/20;000000;285.9500000;290.0000000;261.3500000;264.9200000;251093
16/02/20;000000;264.8300000;274.0000000;236.3700000;258.5000000;248618
17/02/20;000000;258.5800000;269.0000000;242.3600000;268.0300000;204812
18/02/20;000000;268.2000000;286.8700000;259.2400000;283.3100000;211549
19/02/20;000000;283.3400000;287.1300000;250.0000000;258.6600000;239667
20/02/20;000000;258.5100000;264.2600000;245.2500000;257.4000000;203163
21/02/20;000000;257.2000000;268.7100000;254.1000000;265.8000000;136837
22/02/20;000000;265.7900000;267.0400000;256.3000000;262.0800000;63782
23/02/20;000000;261.9400000;276.6200000;261.5300000;275.4800000;106486
24/02/20;000000;275.4800000;278.1300000;256.0600000;265.3100000;197713
25/02/20;000000;265.5300000;266.2400000;244.4400000;246.5000000;152614
26/02/20;000000;246.2800000;250.8400000;215.3300000;223.5000000;404354
27/02/20;000000;223.7800000;239.0000000;209.2600000;227.6300000;342735
28/02/20;000000;227.6000000;234.9000000;213.6300000;227.3700000;258350
29/02/20;000000;227.1300000;233.3200000;216.8300000;217.3100000;93379
01/03/20;000000;217.3600000;227.9900000;211.5000000;217.2600000;144342
02/03/20;000000;217.3400000;234.5000000;215.7500000;232.1200000;189053
03/03/20;000000;232.1200000;232.9200000;220.0000000;223.7500000;173975
04/03/20;000000;223.7200000;228.8300000;220.3900000;224.5600000;106816
05/03/20;000000;224.4900000;234.4700000;224.4900000;228.6400000;160031
06/03/20;000000;228.6000000;245.8400000;227.7700000;245.5600000;140315
07/03/20;000000;245.5300000;253.0100000;236.6700000;237.7500000;147018
08/03/20;000000;237.7500000;237.7500000;196.0000000;199.4600000;293952
09/03/20;000000;199.5100000;208.6500000;189.8500000;202.7700000;461844
10/03/20;000000;202.7600000;206.2800000;195.1700000;200.5000000;184976
11/03/20;000000;200.6300000;202.9800000;181.0000000;194.6100000;240358
12/03/20;000000;194.6200000;195.6400000;101.2200000;110.3000000;1290920
13/03/20;000000;110.3000000;148.0000000;90.0000000;135.5100000;1322293
14/03/20;000000;135.4400000;135.9000000;120.7100000;122.1700000;284674
15/03/20;000000;122.1100000;134.1000000;119.8400000;123.3000000;438399
16/03/20;000000;123.3300000;123.7500000;100.5000000;111.3800000;891230
17/03/20;000000;111.3600000;121.4900000;109.6600000;116.0900000;418540
18/03/20;000000;116.0600000;118.8800000;110.1800000;118.6000000;306309
19/03/20;000000;118.5900000;144.4400000;115.7200000;136.6800000;486950
20/03/20;000000;136.6500000;154.0000000;115.5100000;133.2700000;626534
21/03/20;000000;133.3500000;137.6400000;125.8400000;132.7900000;259361
22/03/20;000000;132.7900000;137.3800000;120.9000000;122.4200000;261931
23/03/20;000000;122.3100000;138.0000000;119.2000000;137.0000000;392317
24/03/20;000000;137.0000000;144.1600000;133.0400000;139.0000000;328278
25/03/20;000000;138.9500000;142.7900000;132.5000000;136.2600000;228058
26/03/20;000000;136.3500000;140.3600000;133.5200000;139.0000000;168600
27/03/20;000000;139.0000000;142.5000000;130.0000000;131.5600000;173784
28/03/20;000000;131.5600000;133.8000000;125.0100000;131.3500000;172817
29/03/20;000000;131.3600000;132.1800000;123.7200000;124.3500000;93052
30/03/20;000000;124.4300000;135.4800000;124.0500000;132.3200000;154030
31/03/20;000000;132.3000000;135.3500000;130.4500000;133.0800000;86604
01/04/20;000000;133.0800000;137.4000000;128.6000000;136.1400000;99096
02/04/20;000000;136.1400000;150.5000000;135.5000000;141.5300000;214509
03/04/20;000000;141.4800000;146.8100000;138.0000000;141.5400000;120569
04/04/20;000000;141.4800000;146.6900000;139.0400000;144.4800000;85410
05/04/20;000000;144.4900000;145.9800000;140.8100000;142.7900000;64767
06/04/20;000000;142.7900000;172.1900000;142.7900000;171.5000000;398558
07/04/20;000000;171.5600000;176.8200000;161.4700000;164.5700000;533139
08/04/20;000000;164.5400000;174.7700000;163.4900000;173.3600000;192604
09/04/20;000000;173.4300000;173.5500000;165.3200000;169.7500000;165279
10/04/20;000000;169.7100000;170.3900000;152.3000000;158.1000000;258813
11/04/20;000000;158.1000000;161.5000000;154.2000000;158.5500000;96581
12/04/20;000000;158.6800000;165.4500000;155.3100000;158.8700000;133033
13/04/20;000000;158.8200000;159.4400000;149.7000000;156.7600000;233854
14/04/20;000000;156.7600000;163.0000000;155.5600000;158.6500000;198832
15/04/20;000000;158.6800000;161.5000000;152.1700000;152.7700000;142488
16/04/20;000000;152.7600000;175.2000000;148.0800000;172.5500000;376123
17/04/20;000000;172.5800000;175.1000000;168.5000000;170.8900000;136534
18/04/20;000000;170.8500000;191.2200000;170.6900000;187.8800000;320078
19/04/20;000000;187.8500000;189.9200000;176.5300000;180.3900000;194909
20/04/20;000000;180.2800000;186.6700000;166.4000000;170.5000000;280059
21/04/20;000000;170.3900000;174.9300000;168.4400000;171.0700000;169868
22/04/20;000000;171.0500000;184.4100000;170.0200000;183.1100000;178425
23/04/20;000000;183.1000000;194.8600000;178.4400000;185.6600000;271748
24/04/20;000000;185.6500000;189.9100000;184.9700000;187.8400000;125297
25/04/20;000000;187.9200000;198.2000000;185.9700000;194.4200000;147019
26/04/20;000000;194.4200000;200.0000000;192.5400000;197.8300000;134911
27/04/20;000000;197.8000000;199.4100000;189.6000000;196.7800000;165533
28/04/20;000000;196.8800000;197.9500000;192.5000000;196.6700000;105611
29/04/20;000000;196.6400000;219.5900000;196.6400000;215.6600000;377365
30/04/20;000000;215.7400000;227.5000000;202.3000000;206.2300000;410318
01/05/20;000000;206.2200000;217.5800000;206.1800000;212.0900000;153099
02/05/20;000000;212.0800000;215.5900000;210.5700000;214.2500000;86049
03/05/20;000000;214.2500000;219.4800000;205.2800000;210.2400000;145163
04/05/20;000000;210.2400000;210.9600000;195.1700000;206.8600000;209499
05/05/20;000000;207.0200000;212.1700000;201.3300000;205.4300000;126455
06/05/20;000000;205.5000000;211.2100000;198.1800000;199.2600000;172154
07/05/20;000000;199.1000000;215.9900000;196.8200000;212.4700000;259900
08/05/20;000000;212.5000000;217.0000000;207.2000000;211.5900000;156567
09/05/20;000000;211.6500000;214.7900000;208.2700000;210.0000000;120178
10/05/20;000000;210.0600000;210.0600000;180.0100000;187.7300000;479234
11/05/20;000000;187.6500000;193.7700000;176.4300000;185.9300000;266401
12/05/20;000000;185.9300000;192.8900000;185.7900000;190.1000000;114384
13/05/20;000000;189.9300000;201.5900000;188.3600000;199.9200000;145088
14/05/20;000000;199.9200000;206.2500000;195.7000000;203.4000000;169937
15/05/20;000000;203.4000000;204.3000000;191.3500000;194.7000000;145884
16/05/20;000000;194.6600000;203.3600000;193.2400000;200.5300000;89078
17/05/20;000000;200.5000000;210.0000000;199.1000000;207.0500000;114515
18/05/20;000000;207.0500000;216.9900000;206.9900000;214.9700000;163053
19/05/20;000000;214.9700000;215.8400000;209.2200000;214.7100000;98792
20/05/20;000000;214.8000000;215.5000000;205.1000000;209.9600000;104127
21/05/20;000000;209.9500000;211.5200000;191.2700000;198.6200000;179528
22/05/20;000000;198.6100000;209.2800000;196.1200000;207.3200000;129586
23/05/20;000000;207.3000000;211.3000000;204.5600000;206.6600000;67490
24/05/20;000000;206.6100000;210.6700000;199.3000000;199.6300000;106130
25/05/20;000000;199.6300000;205.7100000;198.0100000;204.0600000;82010
26/05/20;000000;204.1300000;205.0300000;196.6500000;200.9100000;100713
27/05/20;000000;200.8700000;208.4800000;200.7600000;208.4100000;77165
28/05/20;000000;208.4100000;220.6750000;204.5000000;220.4150000;118497
29/05/20;000000;220.3450000;224.8000000;217.5350000;220.6200000;44645
30/05/20;000000;220.5500000;247.3600000;218.3300000;243.8400000;254685
31/05/20;000000;243.8500000;245.4600000;229.4600000;231.5400000;162589
01/06/20;000000;231.4300000;251.4600000;230.5900000;248.4100000;216347
02/06/20;000000;248.4200000;253.6000000;225.6000000;237.7100000;270763
03/06/20;000000;237.7000000;245.3900000;233.2800000;244.6000000;112632
04/06/20;000000;244.5900000;246.7300000;236.1700000;243.1800000;159037
05/06/20;000000;243.1800000;247.9000000;238.6500000;240.0400000;117158
06/06/20;000000;240.0400000;244.5200000;237.6700000;241.9200000;60158
07/06/20;000000;241.9200000;245.4500000;234.4800000;244.8100000;128462
08/06/20;000000;244.7900000;247.9700000;240.8200000;246.5500000;93352
09/06/20;000000;246.5500000;249.9900000;238.9100000;244.0300000;111417
10/06/20;000000;244.0400000;250.5600000;242.1300000;248.1600000;142336
11/06/20;000000;248.2700000;250.2600000;225.2000000;230.1500000;240088
12/06/20;000000;230.1400000;239.5400000;227.8400000;237.5300000;133061
13/06/20;000000;237.5700000;238.8000000;234.1100000;238.1700000;46348
14/06/20;000000;238.1800000;238.5900000;229.7500000;231.3400000;108496
15/06/20;000000;231.3400000;234.0000000;217.7900000;230.9800000;240264
16/06/20;000000;230.9600000;236.0200000;228.7800000;235.3400000;86508
17/06/20;000000;235.3500000;237.0000000;227.5000000;233.7100000;89388
18/06/20;000000;233.6900000;234.5000000;227.3700000;231.0500000;64244
19/06/20;000000;231.0500000;231.9000000;226.4300000;228.6600000;66310
20/06/20;000000;228.6700000;230.6700000;225.5000000;228.8000000;44971
21/06/20;000000;228.8000000;231.2900000;226.8600000;227.6800000;44154
22/06/20;000000;227.6600000;246.9500000;227.2000000;243.2300000;166967
23/06/20;000000;243.2400000;244.8000000;240.7300000;243.1200000;73646
24/06/20;000000;243.0800000;249.0400000;230.6600000;234.4400000;145387
25/06/20;000000;234.4400000;235.2400000;227.0500000;231.9700000;115720
26/06/20;000000;231.9400000;233.2500000;227.3000000;229.4400000;82690
27/06/20;000000;229.4500000;231.1000000;215.1600000;220.7600000;131887
28/06/20;000000;220.7400000;227.9300000;217.3500000;224.7600000;67204
29/06/20;000000;224.9400000;229.9800000;220.9800000;227.8100000;81283
30/06/20;000000;227.8100000;228.6900000;222.9300000;225.4800000;57662
01/07/20;000000;225.5000000;232.7700000;224.1100000;231.0300000;91293
02/07/20;000000;231.1500000;232.1500000;222.7800000;226.4800000;89464
03/07/20;000000;226.4300000;228.2600000;224.3100000;225.0600000;67566
04/07/20;000000;224.9800000;231.0400000;224.5000000;229.3400000;50799
05/07/20;000000;229.3400000;229.9300000;223.5000000;227.6700000;45680
06/07/20;000000;227.6200000;241.9900000;227.0800000;241.6500000;140966
07/07/20;000000;241.7100000;243.8200000;234.5500000;239.3700000;84369
08/07/20;000000;239.3700000;249.0000000;237.9100000;247.1400000;135215
09/07/20;000000;247.1100000;247.6700000;237.0400000;242.0000000;107678
10/07/20;000000;242.0000000;242.1200000;235.5600000;241.2000000;71274
11/07/20;000000;241.2600000;241.5800000;237.4300000;239.1700000;38889
12/07/20;000000;239.1800000;243.9000000;236.5100000;242.8100000;61563
13/07/20;000000;242.8100000;245.3700000;236.9700000;239.4400000;123990
14/07/20;000000;239.2500000;242.0100000;236.6600000;240.4300000;70604
15/07/20;000000;240.4000000;241.4400000;236.3600000;238.3300000;116199
16/07/20;000000;238.3500000;239.1600000;229.7700000;233.4100000;143685
17/07/20;000000;233.4700000;234.5500000;230.8700000;232.6300000;77664
18/07/20;000000;232.5900000;236.9700000;232.2400000;235.7200000;48337
19/07/20;000000;235.6900000;240.0000000;233.2800000;239.1700000;47700
20/07/20;000000;239.2600000;239.8000000;233.8500000;236.1000000;75384
21/07/20;000000;236.1200000;247.1800000;235.7700000;245.6500000;132130
22/07/20;000000;245.6400000;269.4900000;241.6200000;264.2800000;152767
23/07/20;000000;264.2800000;282.6000000;260.1000000;275.6800000;309090
24/07/20;000000;275.5600000;287.8000000;268.3900000;279.5900000;180996
25/07/20;000000;279.6600000;310.0000000;279.6200000;305.6600000;245082
26/07/20;000000;305.5500000;319.8600000;300.2100000;311.3500000;238202
27/07/20;000000;311.4300000;334.3400000;311.3800000;322.2400000;412073
28/07/20;000000;322.4100000;327.3400000;306.2900000;317.5900000;208405
29/07/20;000000;317.5200000;325.8500000;312.6600000;318.1600000;167002
30/07/20;000000;318.1500000;342.4000000;314.5200000;335.3100000;175360
31/07/20;000000;335.2500000;349.7400000;328.3500000;346.8600000;199427
01/08/20;000000;346.8600000;394.0000000;343.7500000;387.4000000;308515
02/08/20;000000;387.4000000;415.0000000;325.7500000;372.2100000;573164
03/08/20;000000;372.1900000;399.6900000;366.3400000;386.2200000;246583
04/08/20;000000;386.2700000;403.6400000;380.6700000;389.8200000;250990
05/08/20;000000;389.7600000;408.0000000;383.8600000;401.2100000;208376
06/08/20;000000;401.2100000;404.0300000;391.0000000;395.2800000;147326
07/08/20;000000;395.2800000;398.5700000;362.8800000;379.7500000;258111
08/08/20;000000;379.7600000;400.0600000;376.1800000;397.5100000;109725
09/08/20;000000;397.5000000;401.0000000;384.0200000;390.4100000;144036
10/08/20;000000;390.4100000;400.2100000;385.4400000;395.7800000;198449
11/08/20;000000;395.7700000;398.3000000;364.7700000;378.8800000;231301
12/08/20;000000;378.9200000;389.5700000;365.1900000;387.2700000;193152
13/08/20;000000;387.2700000;432.9400000;376.4600000;424.9400000;363878
14/08/20;000000;425.0000000;445.4500000;417.5200000;438.8300000;320581
15/08/20;000000;438.8300000;443.3300000;428.0000000;432.5500000;170962
16/08/20;000000;432.6700000;437.0000000;412.5100000;433.7000000;197992
17/08/20;000000;433.7100000;447.5000000;420.5000000;431.5000000;221853
18/08/20;000000;431.5000000;434.2700000;414.4400000;422.3100000;148673
19/08/20;000000;422.3100000;426.9700000;393.7500000;407.5900000;212932
20/08/20;000000;407.6000000;419.5800000;402.3000000;415.9200000;146542
21/08/20;000000;415.9200000;418.9200000;385.0000000;388.0500000;218376
22/08/20;000000;388.0000000;399.7300000;379.5300000;395.6200000;145462
23/08/20;000000;395.5200000;400.0000000;383.6700000;390.9000000;79929
24/08/20;000000;390.7800000;411.9700000;387.7200000;407.7600000;153513
25/08/20;000000;407.7600000;409.3100000;369.3600000;383.3300000;189575
26/08/20;000000;383.2600000;393.5000000;377.5600000;386.1000000;131434
27/08/20;000000;386.1200000;397.1500000;371.5000000;383.2500000;121879
28/08/20;000000;383.2700000;398.1600000;379.6700000;395.4700000;123757
29/08/20;000000;395.3500000;405.8200000;392.3400000;398.5800000;89976
30/08/20;000000;398.5700000;429.9000000;398.2400000;428.9400000;170392
31/08/20;000000;428.9200000;439.0000000;418.1600000;433.8900000;168626
01/09/20;000000;433.8800000;488.9500000;429.6600000;475.5700000;333729
02/09/20;000000;475.5700000;481.2000000;420.5800000;440.0200000;320318
03/09/20;000000;439.9900000;451.0000000;370.0000000;382.8700000;407841
04/09/20;000000;382.1500000;400.5000000;359.0000000;388.9600000;286177
05/09/20;000000;389.2000000;394.3800000;310.0000000;335.2500000;607873
06/09/20;000000;335.2500000;360.6100000;316.4300000;352.7700000;266331
07/09/20;000000;352.8500000;358.6600000;323.1700000;353.7100000;215524
08/09/20;000000;353.7100000;357.0100000;325.3600000;337.4800000;209238
09/09/20;000000;337.4800000;359.4100000;330.6000000;351.1000000;166736
10/09/20;000000;351.1100000;377.7900000;350.2300000;368.0600000;217253
11/09/20;000000;367.9400000;375.3800000;355.8100000;373.9300000;132470
12/09/20;000000;373.9300000;388.2500000;364.8800000;387.8100000;109432
13/09/20;000000;387.8200000;390.4100000;353.5800000;366.5800000;164471
14/09/20;000000;366.5800000;384.6100000;355.6600000;377.2800000;190612
15/09/20;000000;377.2700000;382.7600000;362.5000000;364.2000000;170056
16/09/20;000000;364.0500000;373.3700000;355.0000000;365.2300000;130170
17/09/20;000000;365.2200000;394.5500000;363.4000000;389.4500000;212969
18/09/20;000000;389.5200000;392.6900000;375.1900000;384.6400000;163358
19/09/20;000000;384.6000000;388.4300000;377.2000000;385.2300000;70256
20/09/20;000000;385.2500000;385.3100000;364.8900000;370.6900000;89803
21/09/20;000000;371.0300000;376.7600000;331.0000000;340.1100000;266798
22/09/20;000000;340.3600000;346.8400000;335.5700000;344.2600000;125980
23/09/20;000000;344.2500000;344.6400000;313.0000000;320.6300000;190729
24/09/20;000000;320.6500000;353.1400000;316.6500000;349.1400000;183242
25/09/20;000000;349.1400000;358.1200000;337.6300000;352.1100000;126925
26/09/20;000000;352.1200000;356.5000000;346.0300000;354.1300000;61036
27/09/20;000000;354.0100000;362.8600000;347.0500000;357.5500000;80095
28/09/20;000000;357.5300000;368.5200000;351.8800000;353.9100000;104210
29/09/20;000000;353.6800000;360.5900000;350.1900000;359.9000000;116578
30/09/20;000000;359.9300000;361.5100000;351.3800000;359.8900000;61521
01/10/20;000000;360.0100000;370.2500000;345.0100000;352.9000000;123292
02/10/20;000000;352.8400000;354.2500000;334.1900000;345.7000000;152554
03/10/20;000000;345.7400000;351.2000000;343.7100000;346.1800000;40002
04/10/20;000000;346.1800000;354.3500000;344.0800000;352.4800000;57676
05/10/20;000000;352.4200000;356.1200000;348.6900000;353.7300000;53284
06/10/20;000000;353.8200000;355.3300000;336.7300000;340.7800000;101227
07/10/20;000000;340.8000000;342.8300000;332.8700000;341.6800000;95563
08/10/20;000000;341.7000000;353.3400000;334.2900000;351.2500000;88203
09/10/20;000000;351.1700000;368.7000000;347.1500000;365.3600000;116243
10/10/20;000000;365.3500000;380.8100000;365.0200000;370.7500000;117309
11/10/20;000000;370.7300000;377.4900000;369.0200000;374.3800000;55950
12/10/20;000000;374.3700000;395.1800000;365.7700000;386.7400000;111458
13/10/20;000000;386.7700000;387.8800000;374.2900000;381.3700000;84556
14/10/20;000000;381.3700000;387.6300000;373.2900000;378.9700000;80203
15/10/20;000000;379.0100000;381.9900000;370.0600000;377.9400000;68921
16/10/20;000000;377.8900000;380.0000000;361.3800000;365.5700000;106266
17/10/20;000000;365.5700000;370.5700000;363.5600000;368.4800000;41901
18/10/20;000000;368.4800000;378.6900000;367.3100000;378.5800000;42523
19/10/20;000000;378.5600000;384.6900000;372.8900000;379.3600000;69958
20/10/20;000000;379.5300000;380.9000000;364.0400000;368.8100000;83909
21/10/20;000000;368.8100000;402.6200000;368.0600000;391.5300000;249828
22/10/20;000000;391.3600000;421.4700000;391.3300000;414.7000000;182331
23/10/20;000000;414.6400000;419.4800000;401.5100000;409.5200000;124860
24/10/20;000000;409.5500000;417.0000000;407.4000000;412.5800000;68357
25/10/20;000000;412.5800000;417.8600000;402.9200000;406.4600000;53753
26/10/20;000000;406.3200000;411.4700000;382.2100000;393.1200000;129679
27/10/20;000000;393.0700000;411.7700000;390.3500000;404.5500000;108895
28/10/20;000000;404.5600000;409.5200000;380.5000000;388.6300000;128274
29/10/20;000000;388.5900000;394.0000000;380.7500000;387.6000000;104406
30/10/20;000000;387.4900000;392.1600000;373.4000000;382.7700000;107709
31/10/20;000000;382.7700000;394.0000000;380.7600000;386.7400000;76755
01/11/20;000000;386.7200000;397.6500000;385.0900000;396.9100000;49357
02/11/20;000000;396.9100000;404.5700000;378.3600000;383.3300000;128284
03/11/20;000000;383.3300000;390.3500000;370.5000000;388.3200000;105329
04/11/20;000000;388.3300000;409.0000000;376.6400000;403.1800000;214762
05/11/20;000000;403.1900000;421.2500000;396.4300000;417.1700000;248964
06/11/20;000000;417.2900000;458.9200000;415.5700000;456.6500000;357786
07/11/20;000000;456.6900000;468.9800000;423.0000000;435.7300000;297290
08/11/20;000000;435.5900000;460.5700000;432.6500000;454.6100000;111205
09/11/20;000000;454.6100000;460.0000000;433.8300000;444.8100000;171393
10/11/20;000000;444.8400000;455.5100000;439.3600000;450.8900000;132860
11/11/20;000000;450.8900000;476.8000000;449.9500000;463.7900000;195699
12/11/20;000000;463.7500000;470.5600000;452.0700000;462.9800000;180124
13/11/20;000000;462.9100000;478.3100000;457.6400000;477.1400000;134786
14/11/20;000000;477.1500000;478.0000000;452.1700000;461.1600000;114608
15/11/20;000000;461.2100000;463.2400000;439.7700000;448.5800000;89208
16/11/20;000000;448.6000000;466.2100000;445.9100000;460.8500000;112983
17/11/20;000000;460.8700000;485.0000000;460.0500000;482.6800000;196044
18/11/20;000000;482.7500000;495.6800000;456.5000000;478.9600000;296490
19/11/20;000000;479.0000000;480.9900000;465.1800000;471.9200000;131579
20/11/20;000000;471.9200000;514.7300000;471.0700000;510.4300000;296503
21/11/20;000000;510.6000000;554.2800000;502.8200000;553.0700000;287737
22/11/20;000000;553.0600000;581.8000000;511.1600000;560.8200000;403881
23/11/20;000000;560.7800000;611.4300000;550.0000000;609.2600000;444797
24/11/20;000000;609.2600000;623.2200000;587.2500000;605.4500000;387488
25/11/20;000000;605.4500000;606.4900000;554.0000000;568.7900000;255537
26/11/20;000000;569.1900000;577.0000000;480.0800000;520.3400000;614162
27/11/20;000000;520.3500000;531.4100000;493.5100000;519.0700000;199198
28/11/20;000000;519.0400000;548.8300000;505.0100000;538.1100000;166438
29/11/20;000000;537.9700000;577.5500000;531.0000000;576.7600000;139931
30/11/20;000000;576.9000000;617.0000000;571.1100000;617.0000000;313421
01/12/20;000000;617.0000000;636.5300000;563.0100000;586.0300000;372713
02/12/20;000000;585.8700000;604.9600000;575.0800000;597.3500000;135631
03/12/20;000000;597.0300000;624.5700000;586.1100000;616.6500000;167271
04/12/20;000000;616.4600000;620.5600000;566.0000000;567.6000000;192090
05/12/20;000000;567.7600000;597.8800000;561.1500000;597.2900000;94134
06/12/20;000000;597.2900000;607.4600000;583.3100000;601.9500000;100356
07/12/20;000000;601.9700000;603.4000000;584.5400000;591.4700000;77019
08/12/20;000000;591.5300000;595.4700000;548.1200000;554.7900000;172728
09/12/20;000000;554.8000000;578.6700000;530.3200000;573.3800000;246568
10/12/20;000000;573.2600000;575.6200000;547.8300000;558.3200000;116872
11/12/20;000000;559.0400000;560.6200000;535.5000000;544.2300000;173244
12/12/20;000000;544.5100000;574.3300000;543.2200000;568.6400000;100809
13/12/20;000000;568.6400000;595.2100000;563.7900000;590.7500000;103885
14/12/20;000000;590.4500000;591.7100000;575.5800000;586.3900000;102356
15/12/20;000000;586.4000000;597.0400000;579.1500000;589.0800000;93639
16/12/20;000000;589.0800000;639.5800000;581.2100000;637.9800000;259421
17/12/20;000000;637.9100000;677.0500000;626.7900000;643.3700000;425661
18/12/20;000000;643.2600000;664.4600000;629.5900000;654.6600000;175433
19/12/20;000000;654.6600000;672.0600000;646.5400000;658.9600000;183796
20/12/20;000000;658.8000000;661.4000000;621.4600000;638.4000000;162336
21/12/20;000000;638.1900000;648.3500000;596.9000000;608.0700000;264218
22/12/20;000000;608.0700000;638.5000000;587.5400000;636.8200000;204666
23/12/20;000000;636.7300000;638.7500000;551.4500000;585.1100000;324967
24/12/20;000000;585.3700000;614.9900000;565.6100000;612.2700000;211792
25/12/20;000000;612.2500000;633.9700000;604.2600000;626.7500000;156837
26/12/20;000000;626.7100000;652.7000000;615.2200000;636.5200000;192975
27/12/20;000000;636.8500000;714.9900000;625.0100000;684.1200000;432297
28/12/20;000000;684.1100000;747.0000000;680.9000000;729.7000000;395002
29/12/20;000000;729.6500000;739.6600000;688.0000000;731.7600000;290606
30/12/20;000000;731.7900000;759.0000000;717.0000000;752.8600000;235823
31/12/20;000000;752.8700000;755.9000000;724.0000000;737.6700000;214873
01/01/21;000000;737.8900000;750.0000000;717.1000000;730.9900000;195021
02/01/21;000000;730.9700000;789.2100000;715.2200000;775.3000000;365649
03/01/21;000000;775.2900000;1015.1400000;770.0000000;980.4400000;853121
04/01/21;000000;980.4400000;1168.9900000;886.3300000;1042.3800000;1091786
05/01/21;000000;1042.2400000;1136.9300000;975.0000000;1103.7300000;846643
06/01/21;000000;1103.7100000;1215.9800000;1058.3200000;1212.0200000;808376
07/01/21;000000;1212.6800000;1291.9400000;1140.0000000;1227.3400000;644982
08/01/21;000000;1227.5500000;1275.0000000;1063.1800000;1217.3500000;759373
09/01/21;000000;1217.3100000;1310.0000000;1172.8600000;1281.4500000;417106
10/01/21;000000;1281.2500000;1350.8800000;1153.0000000;1255.1300000;646547
11/01/21;000000;1255.1000000;1260.2400000;905.0000000;1088.7900000;1508956
12/01/21;000000;1088.5500000;1150.0000000;1006.8300000;1049.7900000;640658
13/01/21;000000;1050.4600000;1137.7500000;980.0000000;1130.8000000;490427
14/01/21;000000;1130.7900000;1246.9900000;1087.0500000;1231.3200000;423609
15/01/21;000000;1231.5900000;1255.5900000;1065.0000000;1168.1000000;559109
16/01/21;000000;1169.0400000;1294.0000000;1152.3000000;1227.1400000;408344
17/01/21;000000;1227.7600000;1268.8300000;1165.7800000;1232.9900000;284233
18/01/21;000000;1232.6000000;1261.0000000;1181.9000000;1258.4800000;277324
19/01/21;000000;1258.5500000;1440.0000000;1252.0100000;1368.0400000;689026
20/01/21;000000;1367.7000000;1408.5000000;1234.0100000;1376.8800000;579183
21/01/21;000000;1377.1500000;1390.0000000;1081.0000000;1110.6200000;768058
22/01/21;000000;1110.6100000;1275.9900000;1039.6200000;1233.6000000;739160
23/01/21;000000;1233.4200000;1272.0000000;1196.7400000;1234.5500000;264416
24/01/21;000000;1234.4700000;1401.9200000;1221.6600000;1394.0000000;428266
25/01/21;000000;1394.0400000;1477.3000000;1293.6500000;1317.9700000;615833
26/01/21;000000;1317.9800000;1378.1200000;1245.0000000;1367.9800000;475023
27/01/21;000000;1367.9700000;1375.9100000;1206.0500000;1240.9600000;536987
28/01/21;000000;1240.6200000;1363.2700000;1220.0800000;1333.1900000;351356
29/01/21;000000;1333.6100000;1442.8800000;1286.5600000;1379.8700000;620476
30/01/21;000000;1380.0400000;1408.9700000;1327.0000000;1380.0000000;274884
31/01/21;000000;1380.0000000;1382.0000000;1283.0000000;1313.9400000;209845
01/02/21;000000;1313.9500000;1378.0200000;1271.3100000;1374.6000000;275037
02/02/21;000000;1374.5500000;1549.0000000;1360.2700000;1513.6700000;583756
03/02/21;000000;1513.8500000;1672.2100000;1509.4800000;1668.7200000;474570
04/02/21;000000;1668.7100000;1699.0000000;1556.0000000;1597.5500000;516208
05/02/21;000000;1597.3400000;1763.9300000;1589.1700000;1721.0600000;400351
06/02/21;000000;1721.0600000;1745.2500000;1646.7000000;1679.7700000;319986
07/02/21;000000;1679.7600000;1695.3800000;1493.2800000;1615.3200000;402859
08/02/21;000000;1615.5100000;1780.0000000;1565.9800000;1752.9800000;440675
09/02/21;000000;1752.9800000;1824.2300000;1710.0100000;1772.1600000;334639
10/02/21;000000;1771.9100000;1839.0000000;1680.0000000;1742.9300000;357831
11/02/21;000000;1742.5100000;1819.0000000;1704.2300000;1787.3200000;252931
12/02/21;000000;1787.3300000;1868.9000000;1741.2900000;1845.0000000;312354
13/02/21;000000;1844.7800000;1877.8800000;1766.1500000;1818.0100000;213347
14/02/21;000000;1817.8500000;1852.4700000;1785.0700000;1803.7500000;164561
15/02/21;000000;1803.2500000;1836.0000000;1659.9300000;1779.6200000;309282
16/02/21;000000;1780.5900000;1825.0000000;1725.0000000;1781.9700000;201778
17/02/21;000000;1782.1400000;1857.6100000;1733.8700000;1852.0000000;215669
18/02/21;000000;1851.9000000;1950.3000000;1851.4700000;1939.6400000;269407
19/02/21;000000;1939.6400000;1974.9800000;1890.0000000;1957.6800000;237081
20/02/21;000000;1957.9000000;2041.4200000;1811.2500000;1915.4600000;404498
21/02/21;000000;1915.0100000;1976.7200000;1885.0000000;1935.5700000;152712
22/02/21;000000;1935.6700000;1938.9500000;1507.3400000;1778.6600000;653471
