<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
17/01/19;000000;122.1900000;123.8300000;117.1200000;122.5500000;114704
18/01/19;000000;122.5300000;122.8800000;118.1800000;119.5300000;64665
19/01/19;000000;119.5400000;126.3000000;119.5400000;123.1700000;89956
20/01/19;000000;123.2000000;123.7000000;115.5100000;117.4300000;96296
21/01/19;000000;117.4400000;118.0200000;113.6800000;115.8600000;80552
22/01/19;000000;115.8600000;119.5000000;110.3700000;118.0800000;123461
23/01/19;000000;118.0800000;118.9000000;115.0200000;116.5500000;60222
24/01/19;000000;116.5600000;117.1100000;113.6200000;116.4000000;56983
25/01/19;000000;116.4000000;117.0900000;114.0400000;114.9500000;76608
26/01/19;000000;114.9500000;117.4700000;114.7800000;115.0100000;42338
27/01/19;000000;115.0100000;115.4500000;110.3000000;111.3500000;68718
28/01/19;000000;111.3500000;112.1000000;100.9000000;105.4700000;170511
29/01/19;000000;105.4400000;105.9800000;102.1600000;104.0200000;76006
30/01/19;000000;104.0100000;109.4500000;102.9000000;107.6100000;108567
31/01/19;000000;107.6100000;109.9700000;104.8300000;105.7900000;84790
01/02/19;000000;105.7900000;107.6900000;103.0000000;105.8800000;82854
02/02/19;000000;105.8500000;109.9800000;105.1600000;109.3000000;52570
03/02/19;000000;109.3000000;110.0000000;104.5200000;105.9400000;62546
04/02/19;000000;105.9800000;107.8500000;105.2900000;106.0800000;44415
05/02/19;000000;106.0400000;106.5000000;105.0800000;106.0000000;38558
06/02/19;000000;106.0200000;106.3100000;100.1500000;103.3600000;105297
07/02/19;000000;103.3200000;104.7700000;102.7500000;103.2100000;46983
08/02/19;000000;103.2200000;122.0000000;102.2900000;117.9600000;228775
09/02/19;000000;117.9600000;119.7700000;116.5500000;118.0600000;64971
10/02/19;000000;118.0600000;125.2800000;115.0400000;123.9400000;73894
11/02/19;000000;123.9300000;124.1100000;118.2400000;119.5500000;125303
12/02/19;000000;119.5700000;122.3500000;117.0000000;120.8200000;103277
13/02/19;000000;120.8100000;125.0000000;119.5100000;120.7400000;90308
14/02/19;000000;120.7400000;123.2200000;118.7300000;119.3900000;72556
15/02/19;000000;119.3900000;123.5700000;119.1300000;120.4200000;61416
16/02/19;000000;120.4200000;123.6000000;120.4200000;121.5600000;36693
17/02/19;000000;121.5500000;134.1400000;121.3800000;132.3400000;179411
18/02/19;000000;132.3300000;147.8000000;131.0500000;144.6200000;318525
19/02/19;000000;144.5800000;149.4700000;142.4600000;142.6900000;172032
20/02/19;000000;142.7100000;148.4000000;138.1600000;147.1900000;136719
21/02/19;000000;147.1600000;148.6000000;141.7600000;144.2100000;112220
22/02/19;000000;144.1900000;147.5000000;142.2600000;146.6800000;81006
23/02/19;000000;146.6700000;159.9100000;144.8900000;157.5600000;164942
24/02/19;000000;157.5500000;165.6200000;131.0000000;131.7600000;321533
25/02/19;000000;131.8800000;141.0900000;130.6100000;137.6400000;162686
26/02/19;000000;137.6300000;140.6300000;133.0300000;135.6600000;92313
27/02/19;000000;135.7400000;140.0000000;125.7000000;134.4600000;141894
28/02/19;000000;134.3600000;139.0000000;131.6600000;134.4800000;116696
01/03/19;000000;134.4800000;137.5300000;133.5200000;134.7200000;86020
02/03/19;000000;134.7100000;135.3900000;128.8500000;132.3200000;72612
03/03/19;000000;132.3100000;134.4100000;127.4900000;129.7800000;50632
04/03/19;000000;129.7900000;130.2200000;122.7500000;125.2400000;143482
05/03/19;000000;125.2400000;137.4900000;124.7800000;136.3000000;125285
06/03/19;000000;136.3000000;140.0000000;129.4000000;137.0000000;131746
07/03/19;000000;137.0000000;139.6800000;134.8400000;136.2900000;75455
08/03/19;000000;136.2500000;138.6000000;130.1300000;132.7500000;92547
09/03/19;000000;132.7500000;138.0100000;132.0900000;136.4100000;71282
10/03/19;000000;136.4100000;136.7300000;133.4200000;134.6600000;37730
11/03/19;000000;134.6700000;135.3700000;130.5700000;132.0500000;59007
12/03/19;000000;132.0500000;134.3000000;127.1900000;132.8000000;107797
13/03/19;000000;132.8100000;132.9400000;130.2000000;131.1600000;44581
14/03/19;000000;131.1400000;135.0900000;128.9000000;131.4000000;49998
15/03/19;000000;131.4000000;136.9100000;131.4000000;135.9900000;88995
16/03/19;000000;135.9900000;147.2300000;135.9800000;140.4800000;145450
17/03/19;000000;140.4900000;140.5600000;136.3000000;138.0700000;49184
18/03/19;000000;138.0800000;141.3000000;135.6700000;137.0100000;77164
19/03/19;000000;137.0100000;138.6500000;136.3200000;138.1500000;49857
20/03/19;000000;138.1500000;139.3300000;135.4000000;138.7300000;46743
21/03/19;000000;138.7200000;139.1400000;132.2100000;134.4100000;84712
22/03/19;000000;134.4700000;136.9300000;134.1000000;135.6300000;42668
23/03/19;000000;135.6700000;137.5000000;135.1800000;136.5200000;30461
24/03/19;000000;136.5200000;136.5200000;133.2200000;135.3700000;45888
25/03/19;000000;135.3600000;136.1200000;130.6400000;133.0100000;53199
26/03/19;000000;133.0100000;133.8000000;131.3800000;133.2800000;35374
27/03/19;000000;133.2600000;139.7100000;133.0100000;139.0800000;90475
28/03/19;000000;139.0800000;139.0800000;136.7000000;137.4600000;41757
29/03/19;000000;137.4300000;143.0900000;136.8800000;142.8300000;66714
30/03/19;000000;142.8300000;145.4800000;140.1200000;142.1200000;69151
31/03/19;000000;142.1200000;142.2700000;140.2100000;141.2000000;33210
01/04/19;000000;141.2300000;143.0000000;138.8100000;141.0000000;59174
02/04/19;000000;140.9100000;167.5000000;140.7100000;164.6900000;356797
03/04/19;000000;164.5500000;180.1000000;150.5200000;161.3300000;461343
04/04/19;000000;161.0500000;164.8400000;153.5000000;157.6500000;165353
05/04/19;000000;157.6900000;169.2000000;155.5000000;166.0800000;135388
06/04/19;000000;166.0700000;173.1900000;160.4800000;165.7900000;119033
07/04/19;000000;165.7000000;177.1700000;164.2700000;174.8400000;121196
08/04/19;000000;174.9100000;187.6200000;173.9500000;180.7400000;257817
09/04/19;000000;180.7400000;180.8300000;174.3400000;175.8300000;105437
10/04/19;000000;175.7800000;185.6200000;169.5200000;177.5500000;229899
11/04/19;000000;177.6400000;177.9000000;160.5600000;164.9200000;180486
12/04/19;000000;164.9200000;168.8700000;159.2700000;164.2700000;119557
13/04/19;000000;164.2400000;166.4500000;161.0800000;163.7500000;45165
14/04/19;000000;163.7600000;169.2500000;161.8300000;168.2700000;38304
15/04/19;000000;168.3200000;169.7600000;156.0000000;160.2400000;111000
16/04/19;000000;160.0300000;168.6000000;159.4600000;166.3800000;82228
17/04/19;000000;166.3800000;168.7300000;164.5500000;166.5400000;56073
18/04/19;000000;166.5300000;176.1700000;166.0100000;174.1500000;115863
19/04/19;000000;174.1500000;174.8400000;169.1400000;173.8300000;87700
20/04/19;000000;173.8300000;177.8400000;170.8700000;173.7300000;64005
21/04/19;000000;173.7400000;174.4500000;166.3300000;169.9000000;70381
22/04/19;000000;169.8900000;173.6500000;168.2100000;171.5800000;76839
23/04/19;000000;171.5900000;176.9400000;169.0100000;170.1400000;113209
24/04/19;000000;170.2100000;171.0800000;160.3000000;165.7500000;134589
25/04/19;000000;165.5400000;166.3400000;146.0100000;152.0500000;108806
26/04/19;000000;152.0700000;156.0000000;148.2600000;153.4100000;136449
27/04/19;000000;153.4200000;159.0000000;152.5400000;155.6600000;59979
28/04/19;000000;155.7300000;156.4500000;152.1600000;153.1900000;49202
29/04/19;000000;153.1700000;154.6900000;148.8100000;152.3600000;66563
30/04/19;000000;152.4000000;161.2000000;152.3200000;160.4000000;93671
01/05/19;000000;160.3900000;163.2500000;156.5900000;158.3000000;48177
02/05/19;000000;158.3100000;160.5700000;155.9100000;158.7000000;39762
03/05/19;000000;158.7000000;169.2600000;157.6100000;164.7400000;88112
04/05/19;000000;164.7300000;168.7100000;158.0000000;161.8500000;90830
05/05/19;000000;161.9300000;163.4000000;157.2800000;161.2500000;56265
06/05/19;000000;161.2600000;175.9700000;157.7800000;171.0700000;101298
07/05/19;000000;171.0800000;180.6900000;165.2000000;166.5100000;137004
08/05/19;000000;166.5000000;172.0300000;162.0000000;169.5800000;83963
09/05/19;000000;169.6100000;173.3300000;165.2500000;170.1100000;73800
10/05/19;000000;170.1100000;176.3200000;167.4900000;172.2100000;133447
11/05/19;000000;172.2300000;207.0000000;172.1900000;192.5200000;309807
12/05/19;000000;192.5900000;204.1900000;182.3900000;188.2300000;229870
13/05/19;000000;188.2300000;209.8500000;185.6200000;196.5100000;196485
14/05/19;000000;196.3700000;221.0000000;195.1700000;217.4400000;291154
15/05/19;000000;217.6600000;250.7900000;216.8400000;249.0000000;325377
16/05/19;000000;249.0000000;281.7700000;242.1900000;264.3900000;540488
17/05/19;000000;264.3700000;269.2300000;222.8800000;244.5900000;372829
18/05/19;000000;244.4700000;249.2400000;231.4000000;234.0300000;112929
19/05/19;000000;234.0000000;264.7700000;232.4400000;261.0900000;186456
20/05/19;000000;260.4400000;260.8300000;239.0000000;252.2200000;176724
21/05/19;000000;252.4200000;264.2000000;247.8400000;254.7400000;160766
22/05/19;000000;254.5600000;261.6200000;240.0400000;243.3200000;143905
23/05/19;000000;243.3700000;248.7000000;231.1200000;245.6400000;123455
24/05/19;000000;245.8000000;256.0600000;242.4000000;249.8300000;121611
25/05/19;000000;249.8200000;258.8900000;248.4300000;251.5500000;52714
26/05/19;000000;251.5500000;271.1900000;245.6600000;268.3700000;160475
27/05/19;000000;268.2300000;279.5500000;262.0000000;271.2400000;187760
28/05/19;000000;271.5300000;276.5000000;265.4500000;271.1500000;101020
29/05/19;000000;271.1500000;274.2500000;260.2000000;269.3900000;146115
30/05/19;000000;269.3900000;288.7700000;235.4400000;254.6200000;401546
31/05/19;000000;254.7000000;268.5500000;245.0500000;267.7400000;186119
01/06/19;000000;267.6800000;274.9900000;261.3000000;264.7800000;121090
02/06/19;000000;264.7200000;274.7500000;264.1100000;269.2300000;57965
03/06/19;000000;269.2400000;270.3000000;246.6000000;249.5500000;137936
04/06/19;000000;249.4000000;250.9900000;233.0100000;240.9300000;233215
05/06/19;000000;240.9500000;249.0000000;237.5500000;246.3200000;136116
06/06/19;000000;246.2800000;251.2900000;235.3200000;249.4000000;121890
07/06/19;000000;249.5400000;254.4000000;244.8400000;249.4900000;116889
08/06/19;000000;249.4700000;251.1700000;241.5200000;244.3000000;52547
09/06/19;000000;244.3000000;244.9700000;226.5600000;231.3000000;122247
10/06/19;000000;231.3600000;248.1600000;227.5200000;247.8400000;121177
11/06/19;000000;247.7500000;249.3800000;237.3300000;245.1100000;103647
12/06/19;000000;245.1600000;263.8100000;243.0100000;262.9200000;158756
13/06/19;000000;262.8900000;264.7500000;254.2000000;255.4000000;125987
14/06/19;000000;255.2900000;266.2100000;252.4200000;263.8000000;126132
15/06/19;000000;263.8300000;273.3000000;261.5700000;269.2900000;103638
16/06/19;000000;269.2600000;278.8300000;263.0200000;268.3300000;127939
17/06/19;000000;268.3500000;275.9300000;267.6900000;273.9700000;105495
18/06/19;000000;273.9000000;274.2400000;261.0000000;264.3700000;120788
19/06/19;000000;264.2700000;270.0700000;263.3600000;268.7900000;86746
20/06/19;000000;268.8800000;274.8400000;266.5100000;272.0000000;76042
21/06/19;000000;272.0000000;299.0000000;272.0000000;296.2500000;257736
22/06/19;000000;296.7900000;315.5400000;293.4600000;308.4900000;278791
23/06/19;000000;308.5000000;318.0000000;304.6000000;306.9800000;160460
24/06/19;000000;306.8500000;313.1000000;295.6800000;311.0000000;157836
25/06/19;000000;311.0000000;317.4000000;306.0000000;316.5900000;126568
26/06/19;000000;316.5900000;364.4900000;308.0000000;334.8600000;544319
27/06/19;000000;334.8100000;343.8200000;273.5000000;293.4700000;495315
28/06/19;000000;293.4700000;312.9000000;289.6600000;309.3700000;206208
29/06/19;000000;309.3800000;324.5000000;291.2500000;317.0000000;177500
30/06/19;000000;317.0400000;323.6100000;286.0000000;290.0700000;159681
01/07/19;000000;290.0800000;301.3200000;278.6500000;293.7000000;181698
02/07/19;000000;293.7200000;296.2400000;270.4200000;291.2500000;218399
03/07/19;000000;291.2500000;303.8300000;289.6100000;301.7900000;99303
04/07/19;000000;301.7700000;304.0000000;280.1000000;282.8000000;94689
05/07/19;000000;282.8100000;294.9000000;280.0000000;288.0000000;105212
06/07/19;000000;287.8300000;298.2500000;285.3100000;287.5700000;65833
07/07/19;000000;287.5800000;310.7000000;283.8700000;306.3400000;121956
08/07/19;000000;306.3300000;315.0000000;302.2400000;313.2400000;104971
09/07/19;000000;313.2300000;318.6000000;302.7800000;307.9200000;126049
10/07/19;000000;307.9500000;314.9800000;281.3000000;288.6400000;186743
11/07/19;000000;288.6800000;288.6800000;261.5700000;268.6800000;219449
12/07/19;000000;268.8800000;279.3000000;266.3700000;275.5500000;87297
13/07/19;000000;275.6200000;276.3400000;261.7900000;269.0400000;80510
14/07/19;000000;268.9900000;270.0200000;222.7000000;225.7600000;223538
15/07/19;000000;225.9600000;235.8700000;203.0000000;228.2800000;392653
16/07/19;000000;228.2000000;234.5800000;190.1100000;198.8900000;398367
17/07/19;000000;198.9200000;221.0000000;192.0400000;211.4000000;260445
18/07/19;000000;211.5500000;229.9900000;206.2000000;226.3100000;223509
19/07/19;000000;226.2900000;226.7800000;213.1500000;221.2100000;116517
20/07/19;000000;221.3000000;236.5800000;219.9800000;228.8900000;103556
21/07/19;000000;228.8400000;229.8500000;217.0400000;225.6400000;89956
22/07/19;000000;225.7000000;228.2800000;211.4500000;217.1300000;110151
23/07/19;000000;217.1300000;219.1100000;208.4300000;211.9300000;116530
24/07/19;000000;211.9600000;218.1400000;200.5000000;216.5900000;160941
25/07/19;000000;216.5500000;226.2200000;215.1900000;219.2800000;103743
26/07/19;000000;219.2900000;222.1200000;212.6900000;219.3500000;74276
27/07/19;000000;219.4200000;224.1400000;202.4600000;207.1100000;128480
28/07/19;000000;207.1100000;213.9800000;197.0000000;211.5000000;72808
29/07/19;000000;211.5000000;215.3100000;205.7000000;210.7300000;91878
30/07/19;000000;210.7000000;214.5600000;204.0000000;209.8300000;55323
31/07/19;000000;209.8000000;218.9200000;209.5300000;218.7000000;63538
01/08/19;000000;218.6800000;219.3000000;211.0000000;217.5500000;62001
02/08/19;000000;217.5300000;222.7700000;214.8200000;217.8000000;76494
03/08/19;000000;217.8600000;224.8100000;215.5000000;222.1400000;71604
04/08/19;000000;222.1500000;224.0400000;217.3700000;222.8100000;40651
05/08/19;000000;222.8700000;236.9000000;222.8200000;233.0000000;85158
06/08/19;000000;232.9100000;239.4500000;222.0500000;225.8100000;114212
07/08/19;000000;225.8200000;231.2200000;220.0000000;225.8000000;88636
08/08/19;000000;225.9600000;226.4800000;213.7000000;220.8100000;96406
09/08/19;000000;220.8300000;221.3000000;206.5000000;210.3000000;84600
10/08/19;000000;210.3000000;214.6800000;200.3800000;206.1000000;77924
11/08/19;000000;206.1100000;216.5800000;205.6300000;216.0600000;52926
12/08/19;000000;216.2100000;216.4700000;209.5100000;211.2600000;61577
13/08/19;000000;211.2800000;211.2800000;202.8000000;208.5800000;82487
14/08/19;000000;208.4900000;209.1300000;181.6000000;186.3000000;171278
15/08/19;000000;186.3000000;191.4700000;171.0000000;188.2000000;161131
16/08/19;000000;188.2000000;188.2100000;178.4700000;185.2600000;66405
17/08/19;000000;185.2500000;186.9000000;181.5700000;185.5900000;35656
18/08/19;000000;185.5900000;198.1700000;183.3100000;194.7400000;63694
19/08/19;000000;194.7400000;203.9100000;193.0000000;202.3200000;63626
20/08/19;000000;202.3200000;202.8100000;194.5200000;196.5600000;61523
21/08/19;000000;196.5600000;197.1700000;180.0000000;187.3700000;104003
22/08/19;000000;187.2900000;195.1100000;182.5300000;190.4100000;75476
23/08/19;000000;190.4200000;196.6600000;188.5600000;194.5900000;85025
24/08/19;000000;194.5500000;194.5900000;186.0200000;190.8900000;41660
25/08/19;000000;190.9000000;192.7600000;182.0400000;186.5900000;41906
26/08/19;000000;186.6000000;194.2800000;185.5100000;188.3000000;69181
27/08/19;000000;188.2600000;189.0000000;184.3300000;186.9400000;41188
28/08/19;000000;186.9500000;187.9200000;165.9000000;172.7900000;110375
29/08/19;000000;172.8100000;173.5100000;163.5700000;168.8200000;93781
30/08/19;000000;168.9200000;170.4300000;165.3000000;168.4000000;59932
31/08/19;000000;168.4500000;175.0000000;165.5000000;171.9300000;36088
01/09/19;000000;171.8900000;173.9800000;168.0300000;171.2900000;39699
02/09/19;000000;171.3100000;181.7800000;170.5400000;178.8000000;59390
03/09/19;000000;178.8100000;183.1500000;174.2000000;178.9600000;71829
04/09/19;000000;179.0900000;180.3300000;173.2900000;174.8200000;54028
05/09/19;000000;174.8300000;175.8200000;168.8200000;174.0000000;52608
06/09/19;000000;174.0100000;178.4500000;164.9900000;169.2000000;77524
07/09/19;000000;169.2500000;181.0700000;168.3800000;178.0800000;58324
08/09/19;000000;178.0800000;184.7300000;176.0100000;181.5600000;73640
09/09/19;000000;181.5600000;186.0000000;176.1100000;180.6300000;64557
10/09/19;000000;180.6400000;184.5500000;176.6000000;179.6400000;46757
11/09/19;000000;179.6500000;182.4900000;173.7000000;178.3000000;59107
12/09/19;000000;178.3100000;182.6600000;176.4600000;181.0900000;32396
13/09/19;000000;181.0500000;181.8500000;177.5700000;181.6500000;51277
14/09/19;000000;181.6500000;189.3200000;180.4000000;188.8500000;59571
15/09/19;000000;188.8800000;190.9900000;186.3000000;189.3000000;69902
16/09/19;000000;189.3100000;199.5500000;188.2300000;197.5900000;112009
17/09/19;000000;197.5900000;215.0000000;195.6700000;207.9500000;180251
18/09/19;000000;207.9500000;217.4900000;207.5000000;210.2700000;111780
19/09/19;000000;210.2800000;224.7100000;200.9800000;220.8000000;167227
20/09/19;000000;220.8500000;222.3800000;212.0000000;218.0600000;91533
21/09/19;000000;218.0200000;221.6100000;213.3500000;214.8000000;65755
22/09/19;000000;214.8700000;215.4500000;206.0200000;211.1000000;64745
23/09/19;000000;211.1700000;211.6000000;203.5100000;207.4900000;37157
24/09/19;000000;201.0600000;202.7200000;157.7500000;166.2600000;405418
25/09/19;000000;166.2600000;175.2500000;162.2500000;170.0000000;183528
26/09/19;000000;170.0000000;171.0000000;152.1100000;165.8500000;188006
27/09/19;000000;165.8500000;177.2400000;161.1900000;174.4400000;109638
28/09/19;000000;174.3600000;176.0000000;168.2100000;173.9000000;75386
29/09/19;000000;173.9000000;175.2600000;164.3400000;169.3800000;72166
30/09/19;000000;169.3900000;181.8500000;165.2000000;181.1700000;126937
01/10/19;000000;181.2200000;185.8900000;173.8500000;176.1500000;97873
02/10/19;000000;176.1400000;181.6600000;174.1500000;180.8200000;73482
03/10/19;000000;180.9000000;181.2600000;169.5900000;175.0500000;70889
04/10/19;000000;175.1100000;179.6900000;170.7700000;175.9700000;52232
05/10/19;000000;175.9700000;177.0500000;172.2700000;176.7300000;31985
06/10/19;000000;176.7200000;177.1200000;167.5000000;170.1800000;57562
07/10/19;000000;170.1800000;182.5000000;168.6100000;180.2600000;90336
08/10/19;000000;180.2900000;185.3000000;177.4200000;180.7200000;67337
09/10/19;000000;180.7300000;196.0900000;179.2000000;193.2600000;147146
10/10/19;000000;193.2600000;194.8500000;187.2900000;191.7900000;86619
11/10/19;000000;191.8600000;197.9300000;179.2300000;180.8400000;121739
12/10/19;000000;180.9400000;184.8700000;177.2700000;179.8600000;57827
13/10/19;000000;179.7600000;184.7500000;178.6300000;181.1800000;50822
14/10/19;000000;181.1200000;187.9100000;180.5200000;186.8500000;60854
15/10/19;000000;186.8600000;188.5800000;176.4800000;180.5800000;119853
16/10/19;000000;180.5600000;181.2000000;171.7000000;174.5000000;83212
17/10/19;000000;174.5500000;179.7100000;172.7900000;177.3100000;67043
18/10/19;000000;177.3100000;177.4900000;168.3400000;172.9600000;80218
19/10/19;000000;172.9600000;175.5000000;169.7200000;172.0900000;47725
20/10/19;000000;172.0500000;176.8000000;169.1100000;175.4900000;43269
21/10/19;000000;175.4900000;178.0000000;171.4500000;174.3700000;69110
22/10/19;000000;174.3600000;175.4000000;170.4700000;171.3000000;41796
23/10/19;000000;171.2600000;174.0500000;153.0000000;162.4900000;204189
24/10/19;000000;162.4200000;164.0000000;158.9000000;160.6700000;56405
25/10/19;000000;160.6700000;187.7400000;160.5700000;181.6600000;158572
26/10/19;000000;181.6600000;199.5000000;173.8600000;180.0300000;241905
27/10/19;000000;180.0200000;189.1800000;176.8400000;184.4100000;85074
28/10/19;000000;184.3200000;190.0000000;181.0000000;182.0200000;83748
29/10/19;000000;182.0300000;193.4100000;181.7200000;191.1000000;67539
30/10/19;000000;191.0300000;192.2000000;180.0500000;183.3800000;74578
31/10/19;000000;183.4000000;185.4700000;177.8100000;182.3800000;63105
01/11/19;000000;182.3800000;184.9900000;177.3900000;183.1900000;61260
02/11/19;000000;183.2600000;186.1900000;181.9100000;183.2500000;29608
03/11/19;000000;183.2600000;185.0000000;179.1100000;181.7300000;23367
04/11/19;000000;181.7300000;189.5000000;180.4500000;186.2500000;52864
05/11/19;000000;186.2600000;192.4700000;181.7600000;188.8800000;71107
06/11/19;000000;188.8800000;194.6000000;187.8700000;191.1300000;53088
07/11/19;000000;191.1700000;192.2700000;184.1400000;186.4200000;44523
08/11/19;000000;186.4200000;188.0900000;180.7100000;183.6200000;66287
09/11/19;000000;183.6200000;185.7000000;182.2100000;184.7700000;31420
10/11/19;000000;184.7700000;192.0000000;183.4100000;188.8800000;43932
11/11/19;000000;188.8900000;190.0000000;183.7700000;184.6500000;34788
12/11/19;000000;184.6500000;187.2700000;182.0700000;186.9800000;41538
13/11/19;000000;186.9800000;189.3100000;185.0800000;187.7200000;33776
14/11/19;000000;187.8100000;188.4500000;182.7500000;184.5500000;81921
15/11/19;000000;184.5500000;186.5900000;177.0000000;179.8200000;97467
16/11/19;000000;179.7900000;183.1700000;178.9500000;182.2500000;32110
17/11/19;000000;182.2300000;186.2600000;180.0000000;183.8800000;34931
18/11/19;000000;183.8800000;183.9500000;173.5600000;177.8500000;57703
19/11/19;000000;177.8000000;178.1400000;172.3800000;175.7300000;45843
20/11/19;000000;175.7500000;177.2500000;173.2600000;174.3500000;48789
21/11/19;000000;174.3500000;175.4900000;155.0000000;160.8200000;141983
22/11/19;000000;160.8300000;162.6500000;137.8000000;149.9700000;282127
23/11/19;000000;149.9800000;154.5400000;146.3700000;152.0000000;88146
24/11/19;000000;152.0000000;153.1900000;138.5300000;139.9900000;86498
25/11/19;000000;140.1000000;151.6900000;131.8000000;145.9100000;223456
26/11/19;000000;146.1600000;149.9000000;143.5700000;147.8300000;72478
27/11/19;000000;147.8300000;155.8900000;141.0200000;153.0000000;129805
28/11/19;000000;153.0400000;155.0000000;149.3100000;151.0100000;56195
29/11/19;000000;151.0100000;157.7300000;150.5000000;154.7500000;82563
30/11/19;000000;154.7500000;155.4500000;149.6000000;151.7800000;45579
01/12/19;000000;151.6100000;152.6700000;145.9700000;150.9700000;59242
02/12/19;000000;150.9400000;151.6500000;146.8200000;148.9700000;42436
03/12/19;000000;148.8300000;150.0000000;145.6700000;147.3300000;39135
04/12/19;000000;147.3300000;153.0000000;143.1700000;145.5000000;100030
05/12/19;000000;145.5000000;148.9500000;143.8000000;148.1800000;48715
06/12/19;000000;148.2000000;149.8500000;145.7500000;148.8200000;45088
07/12/19;000000;148.8200000;149.8800000;147.2000000;147.4300000;22321
08/12/19;000000;147.4100000;152.0000000;146.3600000;150.6800000;34791
09/12/19;000000;150.6900000;151.4700000;146.6900000;147.3000000;46750
10/12/19;000000;147.2800000;148.2200000;143.8100000;145.5400000;42246
11/12/19;000000;145.5400000;146.2900000;142.0100000;143.2900000;32935
12/12/19;000000;143.2900000;146.1200000;139.1000000;144.6900000;71275
13/12/19;000000;144.7000000;145.1300000;142.7600000;144.7000000;39993
14/12/19;000000;144.7000000;145.0300000;141.1100000;141.7300000;35605
15/12/19;000000;141.7200000;143.9900000;139.8000000;142.3800000;38691
16/12/19;000000;142.3800000;142.5300000;129.0300000;132.3600000;112656
17/12/19;000000;132.3600000;132.6600000;119.5000000;121.8300000;190011
18/12/19;000000;121.8400000;134.8100000;116.2500000;132.8900000;203305
19/12/19;000000;132.8900000;134.1100000;125.6800000;128.1800000;93878
20/12/19;000000;128.1800000;129.3200000;125.7100000;128.3700000;44326
21/12/19;000000;128.3600000;128.4500000;126.6300000;127.0900000;25878
22/12/19;000000;127.1600000;133.2200000;126.8900000;132.4000000;40386
23/12/19;000000;132.4000000;135.2400000;126.1600000;127.7800000;62182
24/12/19;000000;127.7500000;129.5000000;126.5000000;127.7100000;34908
25/12/19;000000;127.6700000;127.7700000;123.1600000;124.9600000;45055
26/12/19;000000;124.9700000;132.0600000;124.0600000;125.4900000;51824
27/12/19;000000;125.4900000;126.7000000;122.1500000;126.2300000;39707
28/12/19;000000;126.2300000;129.6000000;125.8000000;127.9100000;46995
29/12/19;000000;127.9500000;137.8500000;127.2200000;134.3000000;64799
30/12/19;000000;134.3100000;135.9700000;129.7900000;131.1000000;58713
31/12/19;000000;131.0800000;133.1900000;127.6000000;128.5400000;84972
01/01/20;000000;128.5400000;132.6800000;128.1200000;130.1900000;57388
02/01/20;000000;130.1400000;130.1800000;125.8300000;126.8100000;49141
03/01/20;000000;126.8100000;134.9300000;125.5200000;134.1700000;88601
04/01/20;000000;134.1700000;135.7500000;132.5000000;134.1400000;31211
05/01/20;000000;134.1400000;138.9700000;134.1400000;135.3100000;45281
06/01/20;000000;135.3100000;144.5100000;134.7800000;144.1900000;91418
07/01/20;000000;144.2000000;145.2500000;138.7900000;143.0800000;96454
08/01/20;000000;143.0800000;148.0000000;137.0300000;140.6000000;101644
09/01/20;000000;140.6400000;141.3800000;135.1200000;137.7100000;61123
10/01/20;000000;137.7200000;145.8100000;135.2600000;144.7200000;137568
11/01/20;000000;144.8900000;148.0000000;142.0000000;142.6300000;52725
12/01/20;000000;142.5100000;146.6000000;141.8300000;146.6000000;35109
13/01/20;000000;146.5500000;147.0000000;142.1000000;143.5100000;44011
14/01/20;000000;143.5000000;170.8300000;143.4500000;165.7600000;258313
15/01/20;000000;165.7400000;172.1800000;159.1300000;166.2900000;165212
16/01/20;000000;166.2700000;167.2800000;158.1700000;163.9300000;88140
17/01/20;000000;164.0000000;174.5200000;162.0100000;169.5900000;134903
18/01/20;000000;169.5400000;179.3200000;164.9200000;174.0600000;113039
19/01/20;000000;174.0500000;178.0000000;161.7000000;166.7500000;113391
20/01/20;000000;166.6700000;169.3000000;161.1000000;166.6800000;66289
21/01/20;000000;166.6600000;170.0000000;164.2800000;169.1900000;61470
22/01/20;000000;169.2900000;171.0500000;165.6500000;167.6800000;49414
23/01/20;000000;167.7300000;167.7900000;158.4400000;162.4000000;69251
24/01/20;000000;162.4900000;164.2100000;154.4800000;162.3000000;88151
25/01/20;000000;162.3100000;162.4100000;157.4000000;160.1200000;36627
26/01/20;000000;160.0000000;167.5900000;159.0900000;167.3500000;44624
27/01/20;000000;167.5800000;171.7000000;164.8900000;169.7700000;84448
28/01/20;000000;169.7800000;176.5000000;169.7800000;175.9900000;102274
29/01/20;000000;175.9100000;178.3100000;173.1300000;173.4500000;85383
30/01/20;000000;173.4100000;186.8900000;170.0000000;184.5500000;104371
31/01/20;000000;184.5200000;185.6800000;175.0000000;179.7400000;108643
01/02/20;000000;179.7200000;184.2000000;179.0000000;183.5000000;65620
02/02/20;000000;183.4900000;193.5200000;178.9800000;188.2900000;96110
03/02/20;000000;188.2200000;195.2100000;186.2500000;189.4200000;89034
04/02/20;000000;189.4100000;191.3700000;184.2900000;188.2400000;89062
05/02/20;000000;188.2500000;207.9300000;186.8900000;204.0000000;143831
06/02/20;000000;204.0100000;216.4900000;200.5400000;212.9500000;162403
07/02/20;000000;212.9400000;224.7800000;212.9400000;223.2200000;161609
